station,date_time,longitude,latitude,depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],총인[μg/L]
목포연안3_연안,2016-05-01,126.35,34.78972222,18.0,273.5,32.09,17.79,4.04,21.5,9.23,8.28,16.6,5.1,1.8,61.0,,75.7,1.45,9.6,30.0
목포연안3_연안,2016-08-01,126.35,34.78972222,14.0,232.7,31.42,27.07,4.32,8.4,6.77,8.04,197.7,11.4,7.2,29.2,,60.9,1.01,20.3,25.3
목포연안3_연안,2016-11-01,126.35,34.78972222,16.0,382.1,30.51,14.82,0.53,31.7,7.82,8.13,582.8,12.4,25.5,217.3,,250.2,1.14,20.5,39.2
목포연안4_연안,2016-02-01,126.3419444,34.75916667,19.0,498.3,31.66,6.29,4.52,21.8,10.08,8.12,481.5,3.0,17.3,230.7,,242.3,1.09,8.6,47.3
목포연안4_연안,2016-05-01,126.3419444,34.75916667,16.7,244.2,32.33,17.47,3.6,32.3,7.03,8.23,57.8,5.5,2.0,75.7,,91.6,1.62,10.4,30.2
목포연안4_연안,2016-08-01,126.3419444,34.75916667,16.5,208.5,31.58,26.28,0.95,4.9,6.86,8.02,142.4,9.7,5.5,18.9,,40.7,1.06,12.1,17.0
목포연안4_연안,2016-11-01,126.3419444,34.75916667,14.0,349.0,30.86,15.03,0.42,23.2,7.82,8.14,524.9,9.8,23.2,198.7,,216.8,1.03,8.4,32.7
목포연안5_연안,2016-02-01,126.4377778,34.78777778,13.0,434.2,30.67,5.95,3.83,7.9,9.9,8.08,544.6,5.5,22.1,311.5,,381.3,1.06,64.3,28.7
목포연안5_연안,2016-05-01,126.4377778,34.78777778,13.0,506.7,31.26,16.09,7.0,9.9,6.03,8.04,308.5,30.1,21.6,198.4,,353.2,1.82,124.6,54.8
목포연안5_연안,2016-08-01,126.4377778,34.78777778,12.0,444.4,31.01,25.66,3.21,5.0,3.52,7.77,611.2,80.4,48.9,104.7,,228.6,1.1,43.5,67.6
목포연안5_연안,2016-11-01,126.4377778,34.78777778,10.5,348.5,30.5,15.13,0.46,10.7,7.46,8.09,603.5,16.2,37.7,215.8,,281.0,1.08,49.0,44.2
목포연안6_연안,2016-02-01,126.4016667,34.77861111,19.0,451.4,30.87,6.12,10.52,13.5,11.22,8.17,457.6,5.6,13.5,342.8,,371.3,1.38,22.9,18.9
목포연안6_연안,2016-05-01,126.4016667,34.77861111,18.3,271.8,31.73,17.36,6.0,13.5,8.99,8.29,36.1,8.7,4.1,89.2,,132.5,1.43,34.6,22.2
목포연안6_연안,2016-08-01,126.4016667,34.77861111,17.5,384.1,31.08,25.56,2.52,8.8,5.39,7.84,617.6,61.7,47.8,117.8,,204.2,0.86,24.7,60.6
목포연안6_연안,2016-11-01,126.4016667,34.77861111,14.5,360.6,30.51,15.05,0.4,9.7,7.69,8.12,594.6,15.6,27.3,218.6,,268.5,1.17,34.3,29.9
목포연안7_연안,2016-02-01,126.3655556,34.77861111,18.0,421.8,30.71,6.08,6.96,28.5,9.55,8.09,482.5,4.7,14.6,305.0,,325.9,1.23,16.1,15.7
목포연안7_연안,2016-05-01,126.3655556,34.77861111,19.0,189.4,31.94,17.92,3.61,26.2,9.52,8.3,31.0,5.7,3.0,65.0,,91.2,1.56,20.6,14.3
목포연안7_연안,2016-08-01,126.3655556,34.77861111,17.0,351.2,31.3,25.84,4.46,9.6,4.75,7.93,702.6,40.7,36.8,57.8,,183.3,0.9,84.8,56.8
목포연안7_연안,2016-11-01,126.3655556,34.77861111,17.5,313.7,30.61,14.94,0.42,22.7,7.77,8.13,574.0,13.4,26.1,211.6,,251.1,1.16,26.1,32.1
목포연안8_연안,2016-02-01,126.3405556,34.77722222,18.0,488.6,31.31,6.09,6.04,12.1,8.72,8.15,450.2,3.7,14.4,244.0,,253.2,1.21,5.5,21.1
목포연안8_연안,2016-05-01,126.3405556,34.77722222,21.0,270.5,32.36,17.4,2.0,38.5,8.87,8.23,68.8,5.9,3.5,77.2,,98.3,1.5,15.1,39.3
목포연안8_연안,2016-08-01,126.3405556,34.77722222,14.0,217.6,31.36,26.91,2.54,9.7,7.11,8.09,176.6,7.9,4.9,10.4,,32.7,1.17,14.4,28.6
목포연안8_연안,2016-11-01,126.3405556,34.77722222,20.0,273.8,31.36,15.21,0.51,34.5,7.8,8.14,450.6,5.1,20.6,169.5,,178.9,1.6,4.3,55.6
목포연안H1_항만,2016-02-01,126.3886111,34.78527778,8.0,721.7,29.85,5.97,10.84,12.5,10.41,8.13,492.4,12.7,13.5,365.2,,413.5,1.18,35.6,21.0
목포연안H1_항만,2016-08-01,126.3886111,34.78527778,5.0,412.4,30.92,26.59,6.12,7.8,7.47,8.14,224.6,15.9,14.7,27.6,,66.7,2.56,23.3,52.5
목포연안H2_항만,2016-02-01,126.3805556,34.77888889,20.0,556.4,30.94,6.14,7.45,21.0,11.11,8.12,459.0,5.0,14.3,313.7,,345.0,1.23,26.3,32.0
목포연안H2_항만,2016-08-01,126.3805556,34.77888889,15.5,447.9,31.15,25.47,0.81,8.35,4.5,7.9,690.1,47.5,48.8,107.2,,220.5,1.05,65.8,64.9
무안연안1_연안,2016-02-01,126.3788889,34.90555556,10.0,645.4,30.33,5.03,15.12,10.2,11.78,8.43,226.3,4.7,1.9,161.2,,180.0,1.57,14.2,17.1
무안연안1_연안,2016-05-01,126.3788889,34.90555556,13.0,380.1,30.58,17.29,1.77,44.4,8.01,7.92,284.4,15.7,8.4,215.0,,238.6,1.0,7.9,27.4
무안연안1_연안,2016-08-01,126.3788889,34.90555556,12.0,285.4,31.31,28.55,2.56,10.2,5.97,7.96,531.7,19.1,19.2,44.3,,125.7,1.05,62.3,38.6
무안연안1_연안,2016-11-01,126.3788889,34.90555556,16.0,424.1,30.55,14.69,0.96,43.3,8.71,7.79,565.4,11.6,24.8,213.9,,239.2,0.99,13.7,51.2
무안연안2_연안,2016-02-01,126.2891667,35.01111111,13.0,558.1,31.36,4.71,7.48,25.0,11.37,8.29,389.7,4.9,9.0,141.1,,162.3,1.31,16.4,25.1
무안연안2_연안,2016-05-01,126.2891667,35.01111111,17.0,307.6,30.96,18.16,0.39,39.4,7.62,7.96,391.0,14.0,9.6,194.3,,214.7,1.05,6.4,18.6
무안연안2_연안,2016-08-01,126.2891667,35.01111111,15.7,280.2,31.5,29.69,0.98,13.8,5.56,7.96,591.1,20.4,14.0,52.3,,106.7,1.02,34.0,30.6
무안연안2_연안,2016-11-01,126.2891667,35.01111111,20.0,514.4,30.22,13.74,0.97,59.5,8.96,7.82,789.1,3.3,33.8,286.5,,293.5,1.89,3.7,125.1
무안연안3_연안,2016-02-01,126.2380556,34.87888889,20.0,1036.8,31.5,5.02,3.65,40.5,11.3,8.25,495.2,2.4,14.4,189.9,,211.7,2.02,19.4,70.8
무안연안3_연안,2016-05-01,126.2380556,34.87888889,9.0,409.4,31.78,16.64,1.17,72.0,7.83,7.94,335.1,16.3,11.0,184.7,,207.2,1.13,6.2,44.1
무안연안3_연안,2016-08-01,126.2380556,34.87888889,7.0,221.4,31.74,29.24,3.62,13.6,6.86,8.06,469.5,14.1,10.1,37.4,,60.2,1.03,8.7,29.2
무안연안3_연안,2016-11-01,126.2380556,34.87888889,11.0,373.6,30.95,14.73,0.55,58.8,8.88,7.84,530.1,5.6,23.0,196.4,,208.2,1.49,6.3,83.2
보령연안1_연안,2016-02-01,126.5,36.35194444,10.8,792.3,32.23,4.89,2.26,17.5,11.06,8.18,455.5,1.4,20.6,138.6,,153.0,1.0,13.0,20.7
보령연안1_연안,2016-05-01,126.5,36.35194444,17.3,165.8,31.72,15.69,1.68,5.5,8.29,8.22,103.6,1.4,1.3,14.4,,25.0,1.27,9.2,16.2
보령연안1_연안,2016-08-01,126.5,36.35194444,13.0,249.7,31.38,26.96,1.59,9.1,5.58,7.92,446.0,3.8,14.1,13.4,,74.1,1.31,56.9,35.4
보령연안1_연안,2016-11-01,126.5,36.35194444,12.0,291.9,32.23,14.61,0.39,26.7,7.59,8.08,469.1,31.5,28.0,100.6,,146.8,0.72,14.6,53.7
보령연안2_연안,2016-02-01,126.5,36.30611111,9.0,464.8,32.23,5.05,1.72,16.5,11.14,8.17,455.0,1.8,18.9,129.7,,143.5,0.81,12.0,19.8
보령연안2_연안,2016-05-01,126.5,36.30611111,8.8,178.0,31.56,17.49,0.75,3.5,8.4,8.25,74.7,0.5,1.1,1.1,,9.7,1.24,8.1,19.7
보령연안2_연안,2016-08-01,126.5,36.30611111,4.5,264.0,31.33,27.27,2.66,11.5,5.63,7.97,471.5,4.0,15.5,13.0,,57.7,1.2,40.6,37.0
보령연안2_연안,2016-11-01,126.5,36.30611111,6.0,325.0,32.24,14.68,0.48,13.5,7.55,8.09,439.5,30.6,26.9,93.7,,137.6,0.6,13.3,43.8
보령연안3_연안,2016-02-01,126.4916667,36.24583333,15.0,527.0,32.24,4.72,0.94,16.8,11.09,8.15,471.0,1.8,19.8,135.5,,147.1,0.85,9.9,21.0
보령연안3_연안,2016-05-01,126.4916667,36.24583333,14.0,156.6,31.68,15.61,2.14,5.8,8.25,8.24,99.6,0.3,1.1,3.1,,10.2,1.24,6.7,16.1
보령연안3_연안,2016-08-01,126.4916667,36.24583333,13.0,242.5,31.4,26.88,3.28,5.7,5.97,8.01,446.2,3.7,14.8,9.8,,50.4,1.46,36.9,33.1
보령연안3_연안,2016-11-01,126.4916667,36.24583333,12.0,325.4,32.25,14.61,0.67,27.8,7.67,8.09,446.6,32.8,26.7,97.4,,140.8,0.72,10.7,51.0
보령연안4_연안,2016-02-01,126.4661111,36.18777778,16.0,318.8,32.27,4.57,2.22,14.2,11.25,8.15,453.5,2.0,17.7,121.8,,136.5,0.8,12.7,43.8
보령연안4_연안,2016-05-01,126.4661111,36.18777778,18.5,236.4,31.44,16.03,1.51,5.1,8.35,8.24,131.8,0.0,1.0,0.8,,12.6,1.27,11.8,13.0
보령연안4_연안,2016-08-01,126.4661111,36.18777778,15.5,254.3,31.35,27.08,3.0,5.8,5.65,8.02,454.6,3.4,13.1,8.0,,62.6,1.37,51.3,38.2
보령연안4_연안,2016-11-01,126.4661111,36.18777778,14.0,328.8,32.26,14.44,0.73,24.0,7.73,8.06,442.7,33.4,24.6,86.3,,122.8,0.71,3.2,47.7
보령연안H1_항만,2016-02-01,126.5088889,36.33166667,10.0,907.3,32.23,4.97,1.3,12.3,11.2,8.16,455.1,2.0,19.1,137.4,,150.4,1.0,11.0,29.4
보령연안H1_항만,2016-08-01,126.5088889,36.33166667,5.0,295.2,31.31,28.07,2.16,18.65,5.53,7.9,494.6,4.5,20.9,15.0,,90.9,1.38,71.5,45.9
부산신항H1_항만,2016-02-01,128.8013889,35.07444444,18.5,246.2,33.23,8.8,3.96,41.8,10.57,8.44,82.5,3.6,6.4,40.8,,61.4,0.84,16.9,25.4
부산신항H1_항만,2016-08-01,128.8013889,35.07444444,18.0,227.7,32.44,21.06,4.08,13.6,5.87,8.06,322.6,6.0,8.8,29.3,,51.0,1.26,15.8,32.3
부산연안1_환경관리,2016-02-01,129.16944,35.14722,19.0,358.0,34.06,11.5,0.74,9.0,9.44,8.32,346.1,7.1,17.6,116.8,,153.8,0.58,29.9,26.9
부산연안1_환경관리,2016-05-01,129.16944,35.14722,17.5,256.4,34.07,14.61,0.48,17.3,8.67,8.13,261.1,17.4,5.7,83.2,,119.9,1.18,19.3,23.5
부산연안1_환경관리,2016-08-01,129.16944,35.14722,17.5,199.6,33.49,17.55,1.73,8.0,6.41,8.17,333.0,3.1,11.3,66.7,,81.5,1.16,11.7,25.5
부산연안1_환경관리,2016-11-01,129.16944,35.14722,20.5,300.7,33.21,17.88,0.69,8.1,6.35,8.09,429.1,12.5,16.8,112.7,,135.0,0.65,9.9,26.1
부산연안10_환경관리,2016-02-01,129.00722,35.0525,14.0,362.2,33.97,10.81,1.89,5.6,9.7,8.32,352.2,5.3,14.9,122.3,,133.7,1.28,6.2,24.5
부산연안10_환경관리,2016-05-01,129.00722,35.0525,14.0,249.2,33.66,15.4,1.97,3.5,7.96,8.18,223.0,11.7,5.2,65.8,,100.2,0.87,22.7,18.1
부산연안10_환경관리,2016-08-01,129.00722,35.0525,14.5,209.5,33.07,20.44,1.76,17.7,5.77,8.12,300.8,3.9,10.1,38.0,,63.2,1.49,21.3,27.2
부산연안10_환경관리,2016-11-01,129.00722,35.0525,14.5,309.4,32.96,18.52,0.58,6.6,6.77,8.06,446.3,15.6,16.3,106.5,,139.7,1.0,17.6,26.3
부산연안11_환경관리,2016-02-01,128.98833,35.04833,11.5,336.1,33.97,10.22,1.36,10.5,9.73,8.35,324.9,5.8,16.0,109.7,,132.9,1.28,17.4,23.6
부산연안11_환경관리,2016-05-01,128.98833,35.04833,12.0,266.4,33.69,15.06,1.99,5.4,7.9,8.17,290.6,13.8,4.5,68.4,,100.7,0.89,18.5,22.4
부산연안11_환경관리,2016-08-01,128.98833,35.04833,11.5,164.0,32.34,23.13,2.41,13.3,6.39,8.19,125.4,0.9,2.6,6.4,,9.9,1.88,2.6,18.3
부산연안11_환경관리,2016-11-01,128.98833,35.04833,12.0,308.4,32.84,17.71,0.99,6.9,7.0,8.08,453.2,16.5,16.7,108.8,,137.4,0.89,12.1,26.3
부산연안12_환경관리,2016-02-01,129.11306,35.10028,11.5,327.4,34.11,11.27,0.72,10.2,9.62,8.34,314.1,5.3,15.4,93.8,,107.6,0.95,8.5,23.9
부산연안12_환경관리,2016-05-01,129.11306,35.10028,11.5,226.2,34.1,14.77,0.66,9.8,8.95,8.18,246.6,14.3,6.2,61.7,,97.4,0.78,21.4,17.9
부산연안12_환경관리,2016-08-01,129.11306,35.10028,11.5,231.2,33.4,17.82,2.24,12.0,6.22,8.17,370.6,3.8,14.4,80.7,,100.7,1.08,16.3,30.0
부산연안12_환경관리,2016-11-01,129.11306,35.10028,11.5,317.7,33.51,17.36,0.58,16.4,6.27,8.07,493.1,10.6,20.7,126.6,,152.5,0.78,15.3,29.5
부산연안13_환경관리,2016-02-01,129.11667,35.13556,7.5,393.2,34.02,11.31,0.7,10.1,9.35,8.34,346.7,7.3,18.9,116.9,,185.3,1.07,61.2,24.9
부산연안13_환경관리,2016-05-01,129.11667,35.13556,8.5,285.0,34.05,14.81,0.44,7.7,8.32,8.12,308.0,17.6,11.2,106.2,,176.6,0.73,52.8,22.5
부산연안13_환경관리,2016-08-01,129.11667,35.13556,7.0,310.1,32.09,23.96,4.4,4.9,8.07,8.25,195.3,9.0,5.5,58.0,,96.1,1.96,29.0,28.9
부산연안13_환경관리,2016-11-01,129.11667,35.13556,8.5,366.4,33.15,17.85,0.74,13.4,6.48,8.07,457.1,13.5,22.6,137.8,,188.9,0.83,37.7,33.1
부산연안14_환경관리,2016-02-01,129.13528,35.15917,8.0,405.6,33.98,11.34,0.96,7.2,9.32,8.31,353.7,7.9,20.1,130.0,,191.8,0.9,53.9,24.6
부산연안14_환경관리,2016-05-01,129.13528,35.15917,8.0,388.6,34.04,14.83,0.3,5.8,8.48,8.12,374.7,18.9,21.1,173.7,,273.1,0.24,80.5,32.3
부산연안14_환경관리,2016-08-01,129.13528,35.15917,8.0,256.9,32.01,23.68,2.74,6.5,7.51,8.23,199.2,5.3,6.4,52.1,,72.5,1.47,15.0,23.7
부산연안14_환경관리,2016-11-01,129.13528,35.15917,8.5,370.0,33.12,17.83,0.7,7.2,6.53,8.06,454.4,14.1,21.9,154.6,,199.4,0.83,30.7,30.7
부산연안15_환경관리,2016-02-01,129.13806,35.11806,22.0,289.8,34.26,12.23,0.65,8.5,9.16,8.36,303.0,5.5,14.4,86.8,,104.1,0.64,11.9,20.9
부산연안15_환경관리,2016-05-01,129.13806,35.11806,21.5,208.1,34.19,14.41,0.52,15.3,8.56,8.19,248.5,19.5,11.6,66.5,,99.3,0.92,13.4,16.7
부산연안15_환경관리,2016-08-01,129.13806,35.11806,22.5,231.7,33.65,16.54,1.48,13.7,6.09,8.14,386.2,3.4,15.4,96.1,,107.1,0.97,7.5,30.4
부산연안15_환경관리,2016-11-01,129.13806,35.11806,21.5,406.8,34.07,16.35,0.67,5.3,5.11,8.03,593.9,4.7,25.9,162.1,,171.4,1.21,4.7,73.9
부산연안16_환경관리,2016-02-01,129.13806,35.13361,15.0,303.5,34.21,12.01,0.51,13.5,9.26,8.35,307.5,5.8,15.0,91.5,,110.9,1.26,13.5,21.1
부산연안16_환경관리,2016-05-01,129.13806,35.13361,14.5,222.6,34.17,14.44,0.36,10.6,8.51,8.19,253.3,20.2,6.7,71.3,,106.6,1.02,15.0,19.5
부산연안16_환경관리,2016-08-01,129.13806,35.13361,15.0,184.8,32.94,20.45,2.97,7.9,6.98,8.21,226.7,2.4,6.6,34.5,,38.1,1.08,1.2,21.8
부산연안16_환경관리,2016-11-01,129.13806,35.13361,15.5,325.1,33.43,17.48,0.58,12.8,6.18,8.08,485.4,10.8,20.5,132.7,,155.0,0.8,11.5,34.2
부산연안17_환경관리,2016-02-01,129.155,35.13361,14.0,312.7,34.2,11.96,0.41,21.0,9.28,8.35,308.3,5.9,15.4,92.2,,114.2,0.61,16.2,20.8
부산연안17_환경관리,2016-05-01,129.155,35.13361,13.0,222.5,34.11,14.54,1.36,13.5,8.78,8.18,245.7,17.9,6.3,65.1,,100.6,0.95,17.7,18.0
부산연안17_환경관리,2016-08-01,129.155,35.13361,13.0,215.3,33.52,17.29,1.4,9.7,6.27,8.16,345.0,3.0,13.2,77.1,,80.7,0.84,0.7,26.3
부산연안17_환경관리,2016-11-01,129.155,35.13361,14.0,309.2,33.26,17.74,0.53,8.3,6.15,8.08,437.0,11.5,17.5,116.6,,137.3,0.81,9.2,30.4
부산연안2_환경관리,2016-02-01,129.14056,35.14806,11.0,354.6,34.08,11.53,0.83,10.8,9.18,8.34,336.8,7.0,17.6,110.9,,155.8,0.76,37.9,24.8
부산연안2_환경관리,2016-05-01,129.14056,35.14806,11.5,237.7,34.08,14.64,0.57,7.5,8.92,8.17,248.1,16.8,6.4,81.7,,118.3,1.38,19.8,21.6
부산연안2_환경관리,2016-08-01,129.14056,35.14806,11.5,194.6,32.46,22.37,3.28,5.9,7.47,8.23,178.7,3.6,4.1,15.7,,48.6,1.33,29.3,19.3
부산연안2_환경관리,2016-11-01,129.14056,35.14806,12.0,297.5,33.17,17.9,0.77,7.9,6.59,8.09,413.5,12.8,16.4,108.6,,131.6,0.57,10.2,25.4
부산연안3_환경관리,2016-02-01,129.12639,35.14611,9.5,383.1,34.0,11.14,0.82,9.15,9.46,8.34,348.4,7.2,18.7,120.1,,179.2,0.61,51.9,25.9
부산연안3_환경관리,2016-05-01,129.12639,35.14611,9.5,296.4,34.08,14.66,0.46,7.5,8.67,8.14,288.0,17.3,9.2,106.6,,158.3,0.4,34.4,25.2
부산연안3_환경관리,2016-08-01,129.12639,35.14611,9.5,220.3,32.26,22.9,5.32,15.1,7.85,8.25,185.9,6.6,5.8,39.6,,91.4,1.57,45.2,21.1
부산연안3_환경관리,2016-11-01,129.12639,35.14611,10.0,314.6,33.14,17.87,0.94,5.7,6.66,8.09,415.5,13.0,17.2,116.3,,143.2,1.08,13.9,25.9
부산연안4_환경관리,2016-02-01,129.09278,35.08583,15.0,332.3,34.03,11.06,2.84,7.0,9.76,8.36,281.2,5.8,14.7,112.9,,131.4,0.79,12.6,24.3
부산연안4_환경관리,2016-05-01,129.09278,35.08583,16.0,239.9,34.05,14.65,0.72,13.0,8.64,8.18,253.2,16.9,7.7,82.8,,119.2,0.38,19.5,21.5
부산연안4_환경관리,2016-08-01,129.09278,35.08583,14.5,240.2,33.04,19.79,3.26,7.6,6.33,8.21,207.2,2.9,6.0,40.2,,59.4,1.14,16.4,28.9
부산연안4_환경관리,2016-11-01,129.09278,35.08583,15.5,334.6,33.28,17.37,0.74,9.8,6.28,8.02,467.0,11.9,20.5,136.6,,163.3,0.94,14.7,29.7
부산연안5_환경관리,2016-02-01,129.04583,35.0475,23.0,303.4,34.14,11.27,0.76,7.4,9.38,8.34,324.8,6.0,15.2,95.8,,107.0,0.84,5.2,22.9
부산연안5_환경관리,2016-05-01,129.04583,35.0475,23.5,254.3,34.04,14.56,0.48,9.0,7.61,8.17,307.6,25.8,6.5,81.0,,126.2,0.63,19.4,24.2
부산연안5_환경관리,2016-08-01,129.04583,35.0475,22.5,237.7,33.75,16.65,0.18,4.6,6.66,8.12,187.2,1.8,2.1,15.0,,20.6,1.03,3.7,26.2
부산연안5_환경관리,2016-11-01,129.04583,35.0475,24.0,293.3,33.5,17.67,0.46,14.6,6.96,8.03,459.2,12.6,18.1,118.3,,136.9,0.85,6.0,26.0
부산연안6_환경관리,2016-02-01,129.01222,35.03472,24.0,292.6,34.11,11.49,0.68,8.45,9.57,8.33,327.7,6.4,15.3,95.6,,107.0,0.91,5.0,22.3
부산연안6_환경관리,2016-05-01,129.01222,35.03472,25.5,251.0,33.94,14.67,0.7,11.0,7.74,8.17,283.8,20.8,6.4,82.3,,126.0,0.58,22.9,28.5
부산연안6_환경관리,2016-08-01,129.01222,35.03472,25.0,235.1,33.63,17.5,1.49,9.2,5.93,8.11,417.2,5.9,17.0,94.3,,110.3,0.96,10.1,29.9
부산연안6_환경관리,2016-11-01,129.01222,35.03472,25.5,283.0,33.4,17.96,0.41,8.9,6.09,8.06,428.4,12.6,16.8,104.5,,120.8,0.86,3.7,25.2
부산연안7_환경관리,2016-02-01,129.12056,35.07222,39.0,275.2,34.28,12.29,0.55,7.1,9.35,8.32,304.0,5.5,14.1,88.8,,96.1,1.05,1.8,21.5
부산연안7_환경관리,2016-05-01,129.12056,35.07222,40.0,217.1,34.23,14.37,0.36,24.4,8.49,8.15,216.3,15.3,6.2,66.6,,92.4,0.72,10.5,31.8
부산연안7_환경관리,2016-08-01,129.12056,35.07222,36.5,266.8,34.06,12.84,1.08,10.7,5.59,8.11,510.8,3.4,22.7,146.8,,154.7,0.94,4.4,30.2
부산연안7_환경관리,2016-11-01,129.12056,35.07222,40.5,346.7,33.85,16.9,0.44,21.1,4.56,8.01,557.3,7.5,23.8,149.6,,161.7,1.18,4.6,43.4
부산연안8_환경관리,2016-02-01,129.07639,35.09889,9.0,359.2,33.9,10.42,3.32,7.4,9.69,8.33,295.8,6.9,15.6,120.2,,146.5,1.02,19.4,26.8
부산연안8_환경관리,2016-05-01,129.07639,35.09889,9.5,346.6,33.84,15.12,0.88,9.3,8.47,8.14,250.2,15.6,10.9,284.0,,339.4,0.8,39.8,32.4
부산연안8_환경관리,2016-08-01,129.07639,35.09889,10.0,196.1,32.78,20.97,3.5,8.3,7.3,8.17,133.7,1.4,3.6,11.9,,23.7,1.11,10.4,23.8
부산연안8_환경관리,2016-11-01,129.07639,35.09889,9.5,347.6,33.11,17.79,1.08,11.6,6.4,8.03,476.3,13.0,21.9,120.5,,171.9,1.04,38.3,31.9
부산연안9_환경관리,2016-02-01,129.03306,35.07222,15.5,317.9,34.14,10.94,0.76,5.2,9.5,8.34,320.9,5.8,15.6,96.2,,111.7,0.83,9.7,22.7
부산연안9_환경관리,2016-05-01,129.03306,35.07222,15.5,247.3,33.91,14.71,0.44,19.7,8.46,8.17,278.5,19.9,6.4,67.3,,104.7,0.67,17.5,22.1
부산연안9_환경관리,2016-08-01,129.03306,35.07222,16.0,154.0,32.43,22.93,1.17,17.2,6.85,8.18,150.1,1.2,2.8,11.1,,19.0,1.41,6.7,15.3
부산연안9_환경관리,2016-11-01,129.03306,35.07222,16.0,303.4,32.85,18.05,0.34,9.4,6.75,8.05,403.9,17.0,15.6,97.9,,141.7,0.86,26.7,25.1
부산연안H1_항만,2016-02-01,129.0577778,35.11055556,12.0,365.3,33.77,10.32,2.48,6.9,9.48,8.3,333.7,6.4,20.5,129.1,,187.2,0.61,51.6,34.7
부산연안H1_항만,2016-08-01,129.0577778,35.11055556,13.0,200.2,32.92,20.26,2.46,27.2,6.47,8.15,231.4,3.5,9.2,24.1,,57.9,1.03,30.4,27.8
부산연안H2_항만,2016-02-01,129.0325,35.08472222,6.0,283.0,34.13,11.03,0.57,5.8,9.73,8.34,314.6,5.1,16.5,99.5,,114.7,0.61,10.1,27.6
부산연안H2_항만,2016-08-01,129.0325,35.08472222,6.0,123.4,31.83,25.66,0.43,9.0,5.77,8.19,130.5,0.4,1.8,3.1,,9.3,0.97,5.8,11.6
부산연안H3_항만,2016-02-01,129.0022222,35.06583333,12.0,326.6,33.97,10.96,2.06,7.8,9.68,8.32,357.6,4.8,14.4,122.2,,136.5,1.01,9.4,29.1
부산연안H3_항만,2016-08-01,129.0022222,35.06583333,13.5,189.4,33.2,19.76,2.3,10.4,6.59,8.16,313.5,3.4,11.9,23.6,,54.1,1.42,27.1,30.0
부산연안H4_항만,2016-02-01,129.0638889,35.12333333,14.5,397.9,33.76,10.08,4.46,10.5,9.77,8.24,303.5,6.6,19.4,127.8,,174.3,0.83,39.9,32.2
부산연안H4_항만,2016-08-01,129.0638889,35.12333333,15.5,257.7,33.27,18.25,3.07,15.2,5.73,8.09,415.0,5.4,21.6,49.9,,123.5,0.96,68.1,44.2
부산연안H5_항만,2016-02-01,129.0483333,35.10361111,11.5,408.0,33.82,10.54,1.26,9.3,9.33,8.26,345.0,6.6,21.2,131.6,,190.8,0.96,52.6,32.0
부산연안H5_항만,2016-08-01,129.0483333,35.10361111,12.0,201.5,33.02,19.81,2.78,5.7,6.13,8.12,315.0,8.4,13.5,38.6,,93.5,1.06,46.6,28.7
부산연안H6_항만,2016-02-01,129.0294444,35.09305556,6.0,455.5,34.02,10.77,0.31,6.2,9.34,8.31,313.9,5.9,25.5,83.7,,154.9,0.76,65.3,34.6
부산연안H6_항만,2016-08-01,129.0294444,35.09305556,7.5,170.2,32.09,24.41,0.58,7.3,6.57,8.07,162.3,1.5,6.9,9.5,,42.0,1.36,31.0,22.9
부산연안H7_항만,2016-02-01,128.9955556,35.08111111,12.0,350.1,33.99,10.94,2.76,10.3,9.59,8.32,364.4,5.3,14.8,96.5,,105.3,0.96,3.5,27.8
부산연안H7_항만,2016-08-01,128.9955556,35.08111111,12.0,178.8,32.79,23.51,3.21,13.5,6.15,8.13,193.6,1.6,8.0,12.4,,34.3,1.64,20.3,28.3
부산연안H8_항만,2016-02-01,128.9816667,35.05472222,9.5,386.6,33.86,9.65,0.9,6.0,9.66,8.32,330.8,5.1,19.1,131.5,,156.7,0.7,20.2,29.1
부산연안H8_항만,2016-08-01,128.9816667,35.05472222,9.5,163.0,32.37,23.65,2.46,20.7,6.92,8.17,37.9,0.5,2.1,2.4,,7.3,1.68,4.4,22.8
사천연안1_연안,2016-02-01,128.0513889,34.90444444,18.0,325.9,32.51,6.83,1.2,15.3,10.58,8.44,133.5,0.9,9.8,27.4,,47.1,1.47,18.8,28.9
사천연안1_연안,2016-05-01,128.0513889,34.90444444,25.0,224.0,33.02,16.19,1.93,13.5,7.64,8.09,275.6,7.3,10.9,21.9,,37.1,0.33,7.9,29.2
사천연안1_연안,2016-08-01,128.0513889,34.90444444,24.0,179.8,33.27,20.51,2.78,9.3,5.11,8.0,411.3,8.6,14.8,29.1,,58.7,0.97,21.0,32.2
사천연안1_연안,2016-11-01,128.0513889,34.90444444,31.0,276.1,32.07,18.36,0.21,8.9,6.96,8.06,528.3,32.4,19.3,70.5,,140.4,0.77,37.4,31.1
사천연안2_연안,2016-02-01,128.1,34.90888889,17.5,328.5,32.84,7.28,1.71,15.3,10.67,8.48,115.1,0.6,9.7,14.5,,39.5,1.4,24.4,34.3
