station,date_time,longitude,latitude,depth(m),총질소[μg/L],염분[psu],수온[℃],클로로필-a[μg/L],부유물질 농도[μg/L],용존산소[mg/L],수소이온농도[무단위],규산염[μg/L],아질산성질소[μg/L],인산염인[μg/L],질산성질소[μg/L],투명도[m],용존무기질소[μg/L],화학적산소요구량[mg/L],암모니아성 질소[μg/L],유분[mg/L],총인[μg/L]
마산만H1_항만,2010-08-01,128.5938889,35.20555556,14.0,553.156,32.2281,22.1378,12.7799,5.1,6.60393,7.83,339.763,4.31003,11.9747,2.80382,,116.336,3.36274,109.222,,54.9224
목포연안1_연안,2010-02-01,126.425,34.78027778,10.5,285.0,31.87,5.04,4.45,17.6,10.89,7.93,482.0,4.0,15.0,164.0,,173.0,0.58,5.0,,15.0
목포연안1_연안,2010-05-01,126.425,34.78027778,14.0,404.0,31.79,13.14,4.96,14.8,8.17,8.19,379.0,11.0,19.0,180.0,,277.0,0.65,86.0,,30.0
목포연안1_연안,2010-08-01,126.425,34.78027778,13.1,586.0,30.51,22.72,1.02,16.6,4.2,7.59,816.0,48.0,44.0,152.0,,323.0,0.74,123.0,,72.0
목포연안1_연안,2010-11-01,126.425,34.78027778,13.0,293.0,30.82,16.11,0.47,24.4,6.73,7.97,619.0,23.0,28.0,176.0,,198.0,0.41,0.0,,28.0
목포연안2_연안,2010-02-01,126.3805556,34.84444444,20.0,250.0,31.99,4.02,5.84,34.8,11.14,7.65,322.0,3.0,8.0,69.0,,80.0,0.55,8.0,,21.0
목포연안2_연안,2010-05-01,126.3805556,34.84444444,19.0,295.0,30.84,15.96,1.46,16.8,9.25,8.03,288.0,9.0,9.0,138.0,,177.0,0.99,29.0,,12.0
목포연안2_연안,2010-08-01,126.3805556,34.84444444,17.9,394.0,30.0,24.48,8.13,18.4,7.35,7.72,422.0,18.0,6.0,147.0,,177.0,1.29,12.0,,29.0
목포연안2_연안,2010-11-01,126.3805556,34.84444444,19.2,278.0,30.78,15.79,0.42,15.0,7.68,8.06,590.0,15.0,24.0,183.0,,201.0,0.4,3.0,,25.0
목포연안3_연안,2010-02-01,126.35,34.78972222,20.5,265.0,32.24,5.17,3.29,49.6,10.89,7.94,449.0,2.0,15.0,137.0,,143.0,0.51,4.0,,32.0
목포연안3_연안,2010-05-01,126.35,34.78972222,21.0,228.0,31.63,14.62,4.53,121.2,9.05,8.06,184.0,10.0,11.0,123.0,,153.0,2.05,21.0,,16.0
목포연안3_연안,2010-08-01,126.35,34.78972222,21.6,287.0,30.88,23.76,3.8,18.4,7.16,7.84,383.0,0.0,1.0,75.0,,77.0,0.69,2.0,,17.0
목포연안3_연안,2010-11-01,126.35,34.78972222,21.2,285.0,30.92,15.1,2.07,24.4,7.47,8.01,598.0,18.0,24.0,172.0,,192.0,0.38,2.0,,31.0
목포연안4_연안,2010-02-01,126.3419444,34.75916667,11.0,256.0,32.43,5.64,3.1,44.4,11.73,7.95,441.0,2.0,13.0,116.0,,125.0,0.44,7.0,,27.0
목포연안4_연안,2010-05-01,126.3419444,34.75916667,10.0,177.0,32.4,13.7,2.45,120.4,9.59,8.06,216.0,12.0,11.0,126.0,,151.0,0.58,14.0,,16.0
목포연안4_연안,2010-08-01,126.3419444,34.75916667,10.1,209.0,31.51,22.94,4.86,12.4,7.45,7.74,356.0,10.0,5.0,77.0,,93.0,0.55,6.0,,5.0
목포연안4_연안,2010-11-01,126.3419444,34.75916667,12.0,258.0,31.14,15.42,1.03,13.0,7.1,7.83,591.0,13.0,23.0,171.0,,186.0,0.47,2.0,,26.0
목포연안H1_항만,2010-02-01,126.3886111,34.78527778,10.0,301.0,32.0,5.04,4.43,19.2,11.65,7.94,490.0,4.0,14.0,150.0,,160.0,0.46,6.0,,34.0
목포연안H1_항만,2010-08-01,126.3886111,34.78527778,6.0,356.0,29.72,23.93,14.06,17.8,7.76,7.84,387.0,19.0,2.0,131.0,,177.0,1.01,27.0,,44.0
목포연안H2_항만,2010-02-01,126.3805556,34.77888889,19.0,287.0,32.17,5.07,3.06,30.4,11.23,7.91,464.0,3.0,12.0,125.0,,128.0,0.6,0.0,,44.0
목포연안H2_항만,2010-08-01,126.3805556,34.77888889,16.7,256.0,30.67,23.35,2.55,11.0,6.74,7.77,524.0,25.0,15.0,130.0,,177.0,0.43,22.0,,27.0
무안연안1_연안,2010-02-01,126.3788889,34.90555556,19.0,257.0,31.95,3.77,7.73,38.0,11.27,7.81,289.0,3.0,4.0,47.0,,56.0,0.6,6.0,,15.0
무안연안1_연안,2010-05-01,126.3788889,34.90555556,13.0,275.0,30.24,16.8,1.28,112.0,8.25,8.0,330.0,11.0,11.0,164.0,,218.0,1.24,44.0,,19.0
무안연안1_연안,2010-08-01,126.3788889,34.90555556,8.2,237.0,29.23,25.96,2.49,17.0,6.62,7.8,587.0,8.0,5.0,92.0,,129.0,1.07,29.0,,13.0
무안연안1_연안,2010-11-01,126.3788889,34.90555556,10.6,228.0,30.73,14.63,0.76,10.4,7.68,8.09,537.0,14.0,23.0,143.0,,157.0,0.66,0.0,,23.0
무안연안2_연안,2010-02-01,126.2891667,35.01111111,17.0,191.0,32.11,3.37,5.89,60.4,11.31,7.79,357.0,3.0,6.0,49.0,,57.0,0.51,5.0,,22.0
무안연안2_연안,2010-05-01,126.2891667,35.01111111,19.0,262.0,31.37,16.94,2.08,115.2,8.59,8.0,227.0,7.0,7.0,81.0,,105.0,1.0,16.0,,17.0
무안연안2_연안,2010-08-01,126.2891667,35.01111111,15.0,217.0,30.15,26.22,1.75,39.4,6.66,7.84,539.0,11.0,7.0,127.0,,149.0,1.02,12.0,,18.0
무안연안2_연안,2010-11-01,126.2891667,35.01111111,17.2,127.0,31.11,14.36,0.72,24.8,8.18,8.17,535.0,8.0,17.0,114.0,,122.0,0.71,0.0,,22.0
무안연안3_연안,2010-02-01,126.2380556,34.87888889,10.0,269.0,32.02,4.26,2.96,82.8,10.93,8.14,475.0,3.0,14.0,119.0,,127.0,0.68,5.0,,54.0
무안연안3_연안,2010-05-01,126.2380556,34.87888889,9.0,302.0,32.08,14.35,1.36,118.0,8.5,7.92,206.0,10.0,10.0,109.0,,123.0,0.67,5.0,,13.0
무안연안3_연안,2010-08-01,126.2380556,34.87888889,8.0,150.0,30.79,24.99,2.11,37.0,6.62,7.75,467.0,33.0,5.0,64.0,,100.0,1.05,3.0,,9.0
무안연안3_연안,2010-11-01,126.2380556,34.87888889,9.5,320.0,31.39,14.83,0.6,137.7,7.55,8.07,634.0,5.0,24.0,167.0,,172.0,0.57,0.0,,85.0
보령연안1_연안,2010-02-01,126.5,36.35194444,15.0,355.116,32.21,4.26,1.20584,44.6,10.55,8.09,454.0,2.0,21.0,128.0,,137.0,1.75158,7.0,,54.0
보령연안1_연안,2010-05-01,126.5,36.35194444,10.0,228.0,32.05,12.45,1.697,7.6,9.87499,8.28,34.0,3.0,3.0,11.0,,20.0,1.51572,6.0,,23.0
보령연안1_연안,2010-08-01,126.5,36.35194444,15.0,60.0,30.71,27.35,1.55994,24.0,6.87,8.08,253.0,2.0,1.0,0.0,,20.0,1.32108,18.0,,81.448
보령연안1_연안,2010-11-01,126.5,36.35194444,11.0,204.781,31.72,12.39,0.55028,23.0,8.96,7.86,231.0,5.0,17.0,42.0,,72.0,1.4948,25.0,,24.6637
보령연안2_연안,2010-02-01,126.5,36.30611111,25.0,327.55,32.24,4.32,1.48684,54.2,10.48,8.08,476.0,1.0,22.0,131.0,,145.0,2.07126,13.0,,46.0
보령연안2_연안,2010-05-01,126.5,36.30611111,10.0,267.0,31.91,12.4,1.129,6.6,9.79249,8.31,44.0,3.0,3.0,12.0,,27.0,1.69482,12.0,,24.0
보령연안2_연안,2010-08-01,126.5,36.30611111,7.0,52.0,30.71,27.34,1.85748,14.8,6.81,8.11,140.0,1.0,1.0,10.0,,48.0,1.03828,37.0,,74.6606
보령연안2_연안,2010-11-01,126.5,36.30611111,4.0,91.6335,31.73,12.38,0.60776,24.2,8.49,7.93,216.0,6.0,17.0,44.0,,76.0,2.6664,26.0,,19.0583
보령연안3_연안,2010-02-01,126.4916667,36.24583333,17.0,350.251,32.26,4.05,0.93348,91.0,10.58,8.07,483.0,2.0,19.0,131.0,,164.0,1.47186,31.0,,52.0
보령연안3_연안,2010-05-01,126.4916667,36.24583333,18.0,218.0,31.93,12.17,1.23468,6.2,11.2029,8.33,32.0,3.0,2.0,9.0,,25.0,1.45602,13.0,,25.0
보령연안3_연안,2010-08-01,126.4916667,36.24583333,15.0,42.0,30.65,27.33,1.8005,36.4,6.91,8.15,318.0,1.0,2.0,4.0,,37.0,1.09888,32.0,,74.6606
보령연안3_연안,2010-11-01,126.4916667,36.24583333,11.0,63.745,31.77,12.04,1.1572,8.2,8.64,7.95,207.0,5.0,17.0,36.0,,59.0,2.3028,18.0,,17.9372
보령연안4_연안,2010-02-01,126.4661111,36.18777778,18.0,354.305,32.3,3.83,0.70088,28.4,10.63,8.06,460.0,2.0,15.0,122.0,,143.0,1.19214,19.0,,47.0
보령연안4_연안,2010-05-01,126.4661111,36.18777778,15.0,210.0,31.67,12.21,1.73656,7.2,9.26883,8.33,28.0,3.0,1.0,12.0,,23.0,1.25702,8.0,,34.0
보령연안4_연안,2010-08-01,126.4661111,36.18777778,18.0,724.0,30.63,27.42,1.40192,27.8,7.02,8.19,352.0,1.0,1.0,1.0,,15.0,1.40188,13.0,,22.6244
보령연안4_연안,2010-11-01,126.4661111,36.18777778,14.0,63.745,31.85,11.95,1.10652,10.0,8.77,7.97,232.0,6.0,14.0,36.0,,56.0,2.3634,14.0,,17.9372
보령연안H1_항만,2010-02-01,126.5088889,36.33166667,18.0,265.0,32.0,3.94,1.52496,19.2,10.44,8.03,390.0,2.0,15.0,133.0,,142.0,0.78588,7.0,,23.2558
보령연안H1_항만,2010-08-01,126.5088889,36.33166667,8.0,268.0,30.54,28.75,0.45716,26.0,7.06,8.12,62.0,2.0,7.0,1.0,,4.0,1.59243,1.0,,52.8758
부산연안1_환경관리,2010-02-01,129.16944,35.14722,18.8,310.673,34.1753,11.7229,0.336312,11.2,8.66474,8.02,284.845,9.07469,16.4284,104.721,,131.242,0.207792,17.4461,,26.6625
부산연안1_환경관리,2010-05-01,129.16944,35.14722,19.0,148.584,34.254,13.4661,0.792202,4.0,8.72333,8.03,194.713,6.85349,12.2147,64.7886,,81.2664,0.4068,9.62432,,21.2025
부산연안1_환경관리,2010-08-01,129.16944,35.14722,17.0,343.737,34.0291,12.1081,1.62177,7.6,6.85915,7.8,509.825,0.751579,25.294,131.486,,248.073,0.699936,115.835,,32.7487
부산연안1_환경관리,2010-11-01,129.16944,35.14722,13.0,308.805,33.5465,16.7522,1.29293,4.95,6.66945,8.0,336.969,6.25998,13.3434,105.015,,114.904,0.638976,3.6288,,47.366
부산연안2_환경관리,2010-02-01,129.14056,35.14806,10.8,323.786,34.0066,11.5094,0.396101,11.6,8.53661,8.02,289.601,7.35588,18.281,100.896,,128.946,0.703296,20.6945,,23.6905
부산연안2_환경관리,2010-05-01,129.14056,35.14806,18.0,180.282,34.3788,13.4548,1.38262,3.55,8.67281,8.03,237.29,8.31793,15.9943,87.7358,,114.251,0.504432,18.1972,,26.0906
부산연안2_환경관리,2010-08-01,129.14056,35.14806,11.0,347.058,34.235,16.4401,16.143,5.35,8.80524,8.01,161.718,1.04325,10.1162,15.3196,,58.6921,1.902,42.3292,,19.516
부산연안2_환경관리,2010-11-01,129.14056,35.14806,9.0,336.72,33.4166,16.712,1.02388,3.35,6.50395,8.0,453.979,10.2739,12.1384,147.203,,176.695,0.704512,19.2178,,45.3228
부산연안3_환경관리,2010-02-01,129.12639,35.14611,8.8,388.341,34.0348,11.6129,0.582941,11.15,8.76084,8.05,298.586,8.61634,24.3016,103.041,,162.641,0.543456,50.9834,,23.8762
부산연안3_환경관리,2010-05-01,129.12639,35.14611,9.0,181.272,34.6893,14.5632,1.87587,3.3,8.77385,8.03,223.446,7.61387,15.8431,89.7674,,112.166,0.715968,14.7847,,26.2716
부산연안3_환경관리,2010-08-01,129.12639,35.14611,9.0,353.885,34.3801,16.144,17.8619,5.95,8.51811,7.97,149.623,0.98492,1.28824,15.8666,,63.7342,1.58246,46.8827,,27.9206
부산연안3_환경관리,2010-11-01,129.12639,35.14611,11.0,315.562,33.4347,16.7329,1.43493,1.85,6.78529,8.0,444.94,11.1491,17.1088,150.049,,177.94,0.770048,16.7419,,34.5493
부산연안4_환경관리,2010-02-01,129.09278,35.08583,14.7,363.124,34.0224,10.0743,1.0463,9.15,9.08116,8.02,346.419,7.04077,18.4353,119.945,,158.215,0.687312,31.2297,,34.464
부산연안4_환경관리,2010-05-01,129.09278,35.08583,13.0,159.48,34.1142,13.3466,1.11357,2.8,8.85805,8.01,227.887,7.69836,13.2729,66.9233,,84.6621,0.846144,10.0405,,22.4698
부산연안4_환경관리,2010-08-01,129.09278,35.08583,14.0,337.648,33.2565,16.4078,13.1535,5.1,8.62977,7.98,65.6805,1.10159,9.49666,1.08129,,46.7888,2.51064,44.606,,22.1983
부산연안4_환경관리,2010-11-01,129.09278,35.08583,14.0,329.43,33.7797,15.3726,0.971569,4.95,6.57015,7.97,403.76,6.95411,17.8619,135.117,,164.865,0.802816,22.7941,,46.2515
부산연안5_환경관리,2010-02-01,129.04583,35.0475,21.0,256.204,34.2181,12.5479,0.545573,10.0,8.66474,8.01,278.238,5.00684,13.6496,100.781,,114.893,0.895104,9.10566,,30.1917
부산연안5_환경관리,2010-05-01,129.04583,35.0475,22.5,126.791,34.0296,13.054,1.25557,5.35,8.5044,7.97,199.415,5.83964,10.2493,46.3468,,60.1461,0.618336,7.95969,,13.4178
부산연안5_환경관리,2010-08-01,129.04583,35.0475,26.0,277.867,33.6661,15.3103,3.14639,7.35,7.14628,7.89,312.911,0.459903,15.2271,74.294,,147.44,1.55203,72.6857,,22.556
부산연안5_환경관리,2010-11-01,129.04583,35.0475,23.0,342.587,33.385,16.1596,1.77124,7.75,7.03354,7.97,481.6,10.0928,24.3386,148.894,,173.803,0.950272,14.8162,,44.0225
부산연안6_환경관리,2010-02-01,129.01222,35.03472,25.0,294.534,34.2038,12.4058,0.463364,26.75,8.63271,8.02,285.637,5.55113,19.6703,100.091,,110.358,1.00699,4.71596,,41.3368
부산연안6_환경관리,2010-05-01,129.01222,35.03472,24.0,119.857,34.1839,13.0044,2.21966,2.8,8.55492,7.94,198.892,6.0931,14.0289,38.7182,,56.9326,0.683424,12.1213,,21.3835
부산연안6_환경관리,2010-08-01,129.01222,35.03472,25.0,327.869,33.4463,16.4502,3.34818,9.15,7.22604,7.89,295.978,1.2766,19.5636,50.3373,,123.107,1.17163,71.4931,,36.3251
부산연안6_환경관리,2010-11-01,129.01222,35.03472,25.0,317.162,34.0756,15.8225,0.470837,7.2,5.46133,7.93,611.416,6.62214,20.4225,196.483,,210.402,0.835584,7.2968,,43.4652
부산연안H1_항만,2010-02-01,129.0577778,35.11055556,15.0,363.124,33.9223,9.6914,1.63672,7.35,8.72881,8.01,354.347,7.47047,40.3568,144.301,,236.906,0.31968,85.1353,,43.436
부산연안H1_항만,2010-08-01,129.0577778,35.11055556,10.0,304.067,34.4909,15.7353,8.89359,4.3,8.4543,7.87,162.928,1.88911,13.8332,42.0812,,92.2625,1.30858,48.2921,,25.7747
부산연안H2_항만,2010-02-01,129.0325,35.08472222,6.0,339.924,34.0695,11.6594,0.358733,5.3,8.10418,7.92,294.887,5.00684,18.281,117.558,,142.996,0.815184,20.4311,,27.777
부산연안H2_항만,2010-08-01,129.0325,35.08472222,7.0,204.432,32.4979,22.7751,1.86093,5.65,8.3905,8.13,152.526,0.955752,0.823608,2.7726,,103.41,1.15642,99.6813,,5.21044
부산연안H3_항만,2010-02-01,129.0022222,35.06583333,12.8,230.987,34.0416,12.0232,1.62177,4.95,9.0171,8.01,269.517,5.17873,13.4953,116.154,,134.916,0.511488,13.5831,,26.291
부산연안H3_항만,2010-08-01,129.0022222,35.06583333,12.0,304.805,33.8844,17.1905,4.45427,5.4,6.3487,7.94,285.576,3.78501,29.7854,72.5395,,187.281,1.91722,110.957,,37.7557
사천연안1_연안,2010-02-01,128.0513889,34.90444444,17.0,142.0,33.19,5.89,4.5317,9.0,10.03,8.18,141.0,1.0,7.0,12.0,,26.0,0.38,13.0,,23.0
사천연안1_연안,2010-05-01,128.0513889,34.90444444,28.0,31.8528,32.9,15.68,1.2204,19.8,7.48,8.12,68.0316,0.7588,7.6446,16.4,,24.0398,1.57333,6.881,,17.8281
사천연안1_연안,2010-08-01,128.0513889,34.90444444,12.0,124.982,32.39,20.76,4.3162,10.0,5.9,7.73,315.428,5.3634,1.95357,1.83712,,23.4685,0.59,16.268,,37.5379
사천연안1_연안,2010-11-01,128.0513889,34.90444444,9.0,217.854,32.24,17.28,2.382,11.4,6.66,7.16,498.739,11.5598,18.5907,60.2546,,82.6294,1.24,10.815,,48.5336
사천연안2_연안,2010-02-01,128.1,34.90888889,20.0,143.0,33.43,6.51,4.6747,9.0,9.9,8.16,138.0,1.0,9.0,7.0,,11.0,0.38,3.0,,20.0
사천연안2_연안,2010-05-01,128.1,34.90888889,18.0,25.6956,32.82,15.84,1.5421,14.8,7.57,8.14,67.102,0.2422,5.5304,8.4,,15.4,2.37333,6.7578,,16.2564
사천연안2_연안,2010-08-01,128.1,34.90888889,18.6,100.33,32.43,21.96,3.3086,12.8,7.28,7.85,236.466,2.3884,0.31,0.14,,18.746,0.63,16.2176,,15.5744
사천연안2_연안,2010-11-01,128.1,34.90888889,16.5,416.188,32.28,17.47,2.3279,10.4,6.71,7.27,494.206,10.2774,17.4158,59.5112,,79.87,1.76,10.0814,,44.5811
사천연안3_연안,2010-02-01,128.125,34.875,16.0,105.0,33.47,6.39,7.2831,8.4,9.61,8.17,208.0,0.0,4.0,18.0,,20.0,0.34,2.0,,17.0
사천연안3_연안,2010-05-01,128.125,34.875,13.0,44.2274,33.72,13.36,0.7382,6.0,7.96,8.15,36.9544,0.2996,4.9166,8.1,,15.59,0.333333,7.1904,,40.1016
사천연안3_연안,2010-08-01,128.125,34.875,13.8,125.543,33.39,18.15,2.4154,20.4,6.31,7.8,331.772,2.9316,0.151268,0.14,,24.7296,0.35,21.658,,20.739
사천연안3_연안,2010-11-01,128.125,34.875,13.8,191.012,32.64,17.84,3.4376,12.4,6.69,7.18,391.308,7.0686,11.0825,34.4078,,52.2256,1.28,10.7492,,28.4983
사천연안4_연안,2010-02-01,128.1244444,34.89277778,17.0,122.0,33.43,6.41,5.8941,7.8,10.03,8.16,134.0,1.0,8.0,7.0,,22.0,0.46,14.0,,18.0
사천연안4_연안,2010-05-01,128.1244444,34.89277778,14.0,22.1816,33.33,15.43,1.436,17.2,7.54,8.16,58.9456,1.5736,17.9242,9.0,,18.0762,0.573333,7.5026,,23.3182
사천연안4_연안,2010-08-01,128.1244444,34.89277778,14.6,123.021,32.64,21.17,2.741,17.4,6.9,7.79,267.439,2.6852,0.451651,0.732557,,25.9648,2.67,22.547,,21.1885
사천연안4_연안,2010-11-01,128.1244444,34.89277778,12.5,443.383,32.3,17.45,2.8521,7.4,6.53,7.25,448.274,9.5088,20.0012,54.1576,,78.8172,0.56,15.1508,,45.5514
사천연안H1_항만,2010-02-01,128.0825,34.92,11.5,189.0,33.28,5.47,4.3972,9.0,10.24,8.2,172.0,2.0,14.0,30.0,,73.0,0.37,41.0,,28.0
사천연안H1_항만,2010-08-01,128.0825,34.92,7.0,128.064,32.02,23.12,10.0,13.2,6.45,7.77,234.738,2.9498,7.51067,2.26195,,32.6083,0.07,27.3966,,31.1116
삼척연안1_연안,2010-02-01,129.2475,37.39916667,58.0,257.0,33.9,5.02,0.1996,12.4,9.56746,8.08,377.0,3.0,22.0,135.0,,150.0,0.592,12.0,,31.0
삼척연안1_연안,2010-05-01,129.2475,37.39916667,64.0,471.572,33.97,5.6,2.2,4.2,8.70639,8.07,328.0,3.0,22.0,132.0,,168.0,0.768,33.0,,35.0
삼척연안1_연안,2010-08-01,129.2475,37.39916667,47.0,682.94,34.29,7.79,0.436,5.0,9.08908,8.16,248.0,5.0,17.0,107.0,,163.0,0.728,51.0,,22.0
삼척연안1_연안,2010-11-01,129.2475,37.39916667,59.0,410.223,33.98,8.15,0.1988,5.2,6.60155,8.01,500.0,3.0,32.0,218.0,,274.0,0.48,53.0,,41.0
삼척연안2_연안,2010-02-01,129.2022222,37.43,17.0,185.0,33.98,7.79,1.228,13.2,9.31233,8.13,284.0,3.0,15.0,101.0,,114.0,0.4,10.0,,36.0
삼척연안2_연안,2010-05-01,129.2022222,37.43,17.0,388.952,34.12,10.9,2.276,13.6,9.71097,8.24,9.0,1.0,2.0,1.0,,7.0,1.2,5.0,,26.0
삼척연안2_연안,2010-08-01,129.2022222,37.43,17.0,628.353,34.01,10.9,1.24,10.2,8.51504,8.06,181.0,3.0,8.0,57.0,,97.0,0.856,37.0,,38.0
삼척연안2_연안,2010-11-01,129.2022222,37.43,21.0,446.42,33.06,17.04,1.204,9.4,7.54235,8.18,199.0,4.0,6.0,49.0,,102.0,0.976,49.0,,30.0
삼척연안3_연안,2010-02-01,129.2130556,37.42638889,31.0,175.0,34.04,7.82,1.056,1.6,9.50367,8.1,298.0,3.0,16.0,101.0,,116.0,0.48,12.0,,36.0
삼척연안3_연안,2010-05-01,129.2130556,37.42638889,31.0,227.321,34.03,9.0,4.6,7.2,9.56746,8.19,51.0,1.0,3.0,7.0,,18.0,1.232,10.0,,25.0
삼척연안3_연안,2010-08-01,129.2130556,37.42638889,30.0,465.928,34.02,6.86,0.58,7.0,9.04125,8.08,235.0,6.0,14.0,89.0,,132.0,0.424,37.0,,37.0
삼척연안3_연안,2010-11-01,129.2130556,37.42638889,31.0,299.708,33.57,15.49,0.692,3.0,7.25532,8.17,253.0,6.0,10.0,72.0,,123.0,0.768,45.0,,18.0
삼척연안4_연안,2010-02-01,129.3669444,37.23333333,46.0,166.0,34.02,7.46,0.916,13.0,9.63124,8.11,290.0,3.0,15.0,95.0,,106.0,0.624,8.0,,33.0
삼척연안4_연안,2010-05-01,129.3669444,37.23333333,53.0,368.766,34.02,6.1,4.12,7.0,8.92963,8.05,306.0,3.0,20.0,197.0,,208.0,0.912,8.0,,50.0
삼척연안4_연안,2010-08-01,129.3669444,37.23333333,50.0,542.217,34.22,4.76,0.492,3.2,8.80206,8.17,313.0,5.0,21.0,141.0,,218.0,0.776,72.0,,45.0
삼척연안4_연안,2010-11-01,129.3669444,37.23333333,51.0,390.6,34.06,6.38,0.1788,11.6,7.12776,8.0,518.0,5.0,35.0,211.0,,285.0,0.704,69.0,,57.0
삼척연안H1_항만,2010-02-01,129.1916667,37.43555556,10.0,256.0,33.56,7.0,0.908,13.4,9.42395,8.13,267.0,3.0,15.0,103.0,,133.0,0.138667,27.0,,25.0
삼척연안H1_항만,2010-08-01,129.1916667,37.43555556,9.0,624.182,33.4,12.63,1.9,3.6,8.38747,8.06,161.0,2.0,2.0,60.0,,104.0,1.33867,42.0,,33.0
삼척연안H2_항만,2010-02-01,129.3444444,37.22777778,9.0,179.0,33.7,7.86,0.868,9.6,9.63124,8.11,295.0,3.0,16.0,97.0,,118.0,0.426667,18.0,,20.0
삼척연안H2_항만,2010-08-01,129.3444444,37.22777778,8.0,572.585,34.39,16.63,3.328,9.0,8.24396,8.16,52.0,1.0,0.0,8.0,,25.0,1.37067,16.0,,11.0
서귀포연안1_연안,2010-02-01,126.6611111,33.2625,40.0,175.051,34.3635,15.234,1.05883,3.0,8.28868,8.18,461.064,2.05727,11.2433,80.8298,,89.0825,0.405352,6.19539,,15.1298
서귀포연안1_연안,2010-05-01,126.6611111,33.2625,31.0,197.271,34.4009,15.7168,0.89947,2.3,6.88,8.10573,631.571,3.22439,14.8954,101.001,,111.792,0.484101,7.56659,,21.1855
서귀포연안1_연안,2010-08-01,126.6611111,33.2625,29.6,153.594,33.2297,19.6777,0.62631,0.4,7.69014,8.11,550.268,3.89673,3.00516,49.6942,,137.93,0.799776,84.3392,,12.7244
서귀포연안1_연안,2010-11-01,126.6611111,33.2625,30.0,149.551,33.872,22.4147,1.37666,0.5,6.99684,8.19,309.459,1.661,4.77106,38.9398,,45.4173,0.918594,4.81646,,9.90586
서귀포연안2_연안,2010-02-01,126.4125,33.22944444,33.0,217.646,34.3623,15.1271,0.98502,1.9,8.27343,8.18,455.652,2.49811,10.9474,79.1966,,87.2808,0.230494,5.586,,15.4736
서귀포연안2_연안,2010-05-01,126.4125,33.22944444,26.0,221.102,34.356,16.0984,2.10933,1.1,7.71,8.15573,547.257,3.25344,9.23517,55.1481,,102.72,0.44376,44.3186,,15.1325
서귀포연안2_연안,2010-11-01,126.4125,33.22944444,23.0,118.716,33.925,22.0879,1.19237,0.3,7.35318,8.18,262.794,1.94253,5.66563,32.2999,,58.4549,1.19817,24.2125,,8.16799
서귀포연안3_연안,2010-02-01,126.5669444,33.22944444,41.0,207.581,34.3592,15.3598,0.96458,2.8,8.09178,8.17,462.54,2.58628,10.2077,81.9547,,106.885,0.151014,22.344,,17.7087
서귀포연안3_연안,2010-05-01,126.5669444,33.22944444,55.0,189.065,34.2649,15.3709,0.82248,2.0,7.47,8.09573,672.943,3.28249,15.0444,107.368,,116.325,0.645468,5.67494,,19.4052
서귀포연안3_연안,2010-08-01,126.5669444,33.22944444,6.8,248.574,34.1993,15.064,0.56134,3.2,5.84615,7.93,863.851,2.60759,20.7356,159.919,,239.044,0.759787,76.518,,28.3163
서귀포연안3_연안,2010-11-01,126.5669444,33.22944444,50.0,270.733,34.4229,17.0285,0.82903,1.9,6.15393,8.03,834.556,1.18241,24.0044,144.782,,167.704,0.878655,21.7392,,28.5011
서귀포연안H1_항만,2010-02-01,126.5652778,33.23638889,6.0,206.143,34.2322,15.2776,1.052,3.7,8.20778,8.18,545.699,2.58628,12.7227,99.3783,,109.887,0.389456,7.92197,,20.6315
성산연안1_연안,2010-02-01,126.9386111,33.48,13.0,207.761,34.4479,14.2705,0.89367,3.6,8.37035,8.12,473.858,4.29088,11.8351,95.6352,,109.473,0.294079,9.54699,,18.7403
성산연안1_연안,2010-05-01,126.9386111,33.48,17.0,200.743,34.3559,15.8618,1.51806,3.0,8.08,8.12573,502.219,3.0501,7.74562,30.1619,,34.8334,0.643845,1.62141,,14.5984
성산연안1_연안,2010-08-01,126.9386111,33.48,13.5,195.023,33.4509,18.2359,0.90672,1.0,6.8064,8.06,569.243,5.12727,10.2176,82.9582,,125.497,0.799776,37.4117,,18.6386
성산연안1_연안,2010-11-01,126.9386111,33.48,25.0,223.247,33.201,18.063,1.54776,3.1,8.08035,8.1,520.185,3.54722,9.54211,90.1541,,108.802,1.03841,15.1003,,21.202
성산연안2_연안,2010-02-01,126.9386111,33.41138889,50.0,225.554,34.4462,14.2418,0.90513,3.4,8.21714,8.2,478.287,4.37905,11.0954,88.7391,,102.462,0.421248,9.34386,,18.3964
성산연안2_연안,2010-05-01,126.9386111,33.41138889,43.0,116.785,34.3413,15.8864,0.99068,1.3,7.98,8.14573,435.187,3.48583,4.76654,27.3806,,41.811,0.563364,10.9445,,13.8863
성산연안2_연안,2010-11-01,126.9386111,33.41138889,46.0,191.949,33.7842,19.1663,1.38971,0.9,7.05475,8.12,480.398,3.09678,13.2695,83.0675,,94.2351,0.958533,8.07083,,17.0311
성산연안H1_항만,2010-02-01,126.9275,33.47083333,6.0,308.227,34.1741,11.9191,0.82393,4.7,8.82506,8.13,777.954,3.90881,13.4624,138.057,,156.896,0.262287,14.9299,,20.8034
속초연안1_연안,2010-02-01,128.605,38.19972222,13.0,227.0,33.98,4.73,0.22,11.4,9.75881,8.08,292.0,2.0,17.0,98.0,,126.0,0.464,26.0,,44.0
