station,date_time,longitude,latitude,bot.depth[m],depth(m),염분[psu],수온[℃],용존산소[ml/L],규산염[μM],아질산성질소[μM],인산염인[μM],질산성질소[μM],투명도[m]
310-10,2019-06-09 23:15:00,124.3917,35.335,0,10,32.3649,17.6706,5.9628,,,,,
310-10,2019-06-09 23:15:00,124.3917,35.335,0,20,32.4006,16.5814,6.2814,,,,,
310-10,2019-06-09 23:15:00,124.3917,35.335,0,30,32.4807,11.8434,7.2049,,,,,
310-10,2019-06-09 23:15:00,124.3917,35.335,0,50,32.5118,8.8086,5.9663,,,,,
310-10,2019-06-09 23:15:00,124.3917,35.335,0,75,32.505,8.8076,5.8777,,,,,
310-10,2019-08-21 15:25:00,124.3917,35.335,0,0,31.5866,27.8487,4.8497,,,,,19.0
310-10,2019-08-21 15:25:00,124.3917,35.335,0,10,32.1181,27.5383,4.8786,,,,,19.0
310-10,2019-08-21 15:25:00,124.3917,35.335,0,20,32.1438,27.1882,4.8642,,,,,19.0
310-10,2019-08-21 15:25:00,124.3917,35.335,0,30,32.4214,21.7745,6.289,,,,,19.0
310-10,2019-08-21 15:25:00,124.3917,35.335,0,50,32.794,9.6495,4.9507,,,,,19.0
310-10,2019-08-21 15:25:00,124.3917,35.335,0,75,32.7464,9.4662,4.9507,,,,,19.0
310-10,2019-10-10 03:08:00,124.3917,35.335,0,0,31.6357,21.5327,5.1429,,,,,
310-10,2019-10-10 03:08:00,124.3917,35.335,0,10,31.6333,21.536,5.1976,,,,,
310-10,2019-10-10 03:08:00,124.3917,35.335,0,20,31.6351,21.5364,5.2128,,,,,
310-10,2019-10-10 03:08:00,124.3917,35.335,0,30,32.1009,19.3281,5.4,,,,,
310-10,2019-10-10 03:08:00,124.3917,35.335,0,50,32.8024,9.7898,4.9262,,,,,
310-10,2019-10-10 03:08:00,124.3917,35.335,0,75,32.7806,9.7026,4.4913,,,,,
310-10,2019-12-24 19:37:00,124.3917,35.335,0,0,32.1621,12.3652,6.0628,,,,,
310-10,2019-12-24 19:37:00,124.3917,35.335,0,10,32.1633,12.3655,6.0878,,,,,
310-10,2019-12-24 19:37:00,124.3917,35.335,0,20,32.2012,12.3571,6.0887,,,,,
310-10,2019-12-24 19:37:00,124.3917,35.335,0,30,32.2164,12.3214,6.0739,,,,,
310-10,2019-12-24 19:37:00,124.3917,35.335,0,50,32.3247,11.9738,6.0343,,,,,
310-10,2019-12-24 19:37:00,124.3917,35.335,0,75,33.0921,11.0174,3.4226,,,,,
311-04,2019-02-25 09:15:00,125.7317,34.7167,0,0,32.4916,6.0815,,,,,,0.8
311-04,2019-02-25 09:15:00,125.7317,34.7167,0,10,32.5196,6.1529,,,,,,0.8
311-04,2019-02-25 09:15:00,125.7317,34.7167,0,20,32.5061,6.1194,,,,,,0.8
311-04,2019-02-25 09:15:00,125.7317,34.7167,0,30,32.5136,6.1256,,,,,,0.8
311-04,2019-04-11 16:30:00,125.7317,34.7167,0,0,32.398,8.8479,,,,,,0.7
311-04,2019-04-11 16:30:00,125.7317,34.7167,0,10,32.4099,8.5586,,,,,,0.7
311-04,2019-04-11 16:30:00,125.7317,34.7167,0,20,32.4489,8.4999,,,,,,0.7
311-04,2019-04-11 16:30:00,125.7317,34.7167,0,30,32.4922,8.5782,,,,,,0.7
311-04,2019-06-12 18:05:00,125.7317,34.7167,0,0,32.6048,16.2961,,,,,,2.5
311-04,2019-06-12 18:05:00,125.7317,34.7167,0,10,32.5789,13.838,,,,,,2.5
311-04,2019-06-12 18:05:00,125.7317,34.7167,0,20,32.5324,13.472,,,,,,2.5
311-04,2019-06-12 18:05:00,125.7317,34.7167,0,30,32.512,13.2668,,,,,,2.5
311-04,2019-08-19 15:25:00,125.7317,34.7167,0,0,32.1786,21.9498,,,,,,8.5
311-04,2019-08-19 15:25:00,125.7317,34.7167,0,10,32.2006,20.0793,,,,,,8.5
311-04,2019-08-19 15:25:00,125.7317,34.7167,0,20,32.2153,18.816,,,,,,8.5
311-04,2019-08-19 15:25:00,125.7317,34.7167,0,30,32.2383,17.4918,,,,,,8.5
311-04,2019-10-10 13:55:00,125.7317,34.7167,0,0,31.3526,21.031,,,,,,2.9
311-04,2019-10-10 13:55:00,125.7317,34.7167,0,10,31.3536,20.6909,,,,,,2.9
311-04,2019-10-10 13:55:00,125.7317,34.7167,0,20,31.6553,20.0957,,,,,,2.9
311-04,2019-10-10 13:55:00,125.7317,34.7167,0,30,31.9271,18.9593,,,,,,2.9
311-04,2019-12-21 15:08:00,125.7317,34.7167,0,0,32.0108,10.2797,,,,,,0.8
311-04,2019-12-21 15:08:00,125.7317,34.7167,0,10,32.0145,10.2908,,,,,,0.8
311-04,2019-12-21 15:08:00,125.7317,34.7167,0,20,31.9961,10.2284,,,,,,0.8
311-04,2019-12-21 15:08:00,125.7317,34.7167,0,30,32.0153,10.2888,,,,,,0.8
311-05,2019-02-25 10:10:00,125.5317,34.7167,0,0,32.3142,5.8852,7.3842,7.69567,0.050181,0.578319,6.83107,2.1
311-05,2019-02-25 10:10:00,125.5317,34.7167,0,10,32.3164,5.8595,7.3842,7.74268,0.045513,0.573188,6.66842,2.1
311-05,2019-02-25 10:10:00,125.5317,34.7167,0,20,32.3191,5.8499,7.4138,7.74025,0.067123,0.525804,6.18761,2.1
311-05,2019-02-25 10:10:00,125.5317,34.7167,0,30,32.3201,5.8705,7.3694,7.73465,0.035292,0.556231,6.61497,2.1
311-05,2019-02-25 10:10:00,125.5317,34.7167,0,50,32.4093,6.0283,7.3102,8.60911,0.035131,0.608717,6.92818,2.1
311-05,2019-02-25 10:10:00,125.5317,34.7167,0,75,32.5656,6.4175,7.1474,9.37741,0.035614,1.15584,7.65468,2.1
311-05,2019-04-11 17:25:00,125.5317,34.7167,0,0,32.4766,9.015,6.8476,10.2806,0.065272,0.666607,8.53896,2.0
311-05,2019-04-11 17:25:00,125.5317,34.7167,0,10,32.4777,9.014,6.8146,9.86586,0.054044,0.64034,9.31803,2.0
311-05,2019-04-11 17:25:00,125.5317,34.7167,0,20,32.5451,8.6868,6.7579,9.89916,0.034165,0.650007,8.00483,2.0
311-05,2019-04-11 17:25:00,125.5317,34.7167,0,30,32.5646,8.7507,6.7573,10.9723,0.04841,0.916808,9.07437,2.0
311-05,2019-04-11 17:25:00,125.5317,34.7167,0,50,32.5644,8.724,6.7753,10.1388,0.04,0.678751,8.29494,2.0
311-05,2019-04-11 17:25:00,125.5317,34.7167,0,75,32.543,8.6391,6.8886,9.92341,0.035252,0.574878,8.10294,2.0
311-05,2019-06-12 19:00:00,125.5317,34.7167,0,0,32.3229,13.4667,6.7031,5.96389,0.072448,0.212766,2.12277,3.5
311-05,2019-06-12 19:00:00,125.5317,34.7167,0,10,32.3309,12.6624,6.3815,,,,,3.5
311-05,2019-06-12 19:00:00,125.5317,34.7167,0,20,32.3313,12.0226,6.2381,6.71009,0.107652,0.34035,4.78621,3.5
311-05,2019-06-12 19:00:00,125.5317,34.7167,0,30,32.3321,11.7607,6.2664,,,,,3.5
311-05,2019-06-12 19:00:00,125.5317,34.7167,0,50,32.3279,11.7273,6.2552,7.3102,0.106461,0.38649,5.21348,3.5
311-05,2019-06-12 19:00:00,125.5317,34.7167,0,75,32.3256,11.6702,6.2243,6.98705,0.097416,0.373803,5.17172,3.5
311-05,2019-08-19 16:25:00,125.5317,34.7167,0,0,32.1813,22.3468,5.8286,4.29399,0.012464,0.092645,0.904089,10.0
311-05,2019-08-19 16:25:00,125.5317,34.7167,0,10,32.1908,20.9692,5.6525,3.87933,0.028455,0.095605,0.643462,10.0
311-05,2019-08-19 16:25:00,125.5317,34.7167,0,20,32.1963,20.1901,5.6966,6.80916,0.050253,0.169322,1.98472,10.0
311-05,2019-08-19 16:25:00,125.5317,34.7167,0,30,32.2299,18.5732,5.2933,7.33605,0.148211,0.255244,2.75179,10.0
311-05,2019-08-19 16:25:00,125.5317,34.7167,0,50,32.2624,15.9285,5.3249,5.65832,0.094348,0.254464,3.21784,10.0
311-05,2019-08-19 16:25:00,125.5317,34.7167,0,75,32.2609,15.5064,5.4095,7.18991,0.099296,0.31264,4.07933,10.0
311-05,2019-10-10 14:50:00,125.5317,34.7167,0,0,31.7677,20.6757,5.3885,9.9553,0.161212,0.286321,5.39714,5.4
311-05,2019-10-10 14:50:00,125.5317,34.7167,0,10,31.9318,19.8291,4.9666,7.02993,0.14926,0.244926,4.49289,5.4
311-05,2019-10-10 14:50:00,125.5317,34.7167,0,20,31.9391,19.7459,4.9096,7.66545,0.20736,0.276585,5.64329,5.4
311-05,2019-10-10 14:50:00,125.5317,34.7167,0,30,31.9475,19.6814,4.938,5.02362,0.143053,0.179059,3.69594,5.4
311-05,2019-10-10 14:50:00,125.5317,34.7167,0,50,31.9923,19.3141,4.7817,5.98087,0.145636,0.226545,3.91879,5.4
311-05,2019-10-10 14:50:00,125.5317,34.7167,0,75,32.1842,17.3792,4.4913,7.73981,0.097337,0.358784,5.69623,5.4
311-05,2019-12-21 14:04:00,125.5317,34.7167,0,0,32.4707,11.9814,5.8058,17.3987,0.035169,0.752535,10.8695,2.3
311-05,2019-12-21 14:04:00,125.5317,34.7167,0,10,32.4712,11.9712,5.7773,,,,,2.3
311-05,2019-12-21 14:04:00,125.5317,34.7167,0,20,32.4767,11.9759,5.7773,16.7789,0.036258,0.697224,10.0704,2.3
311-05,2019-12-21 14:04:00,125.5317,34.7167,0,30,32.4852,11.9806,5.7489,,,,,2.3
311-05,2019-12-21 14:04:00,125.5317,34.7167,0,50,32.5105,12.0259,5.7775,17.7789,0.0371,0.689031,10.3965,2.3
311-05,2019-12-21 14:04:00,125.5317,34.7167,0,75,32.531,12.0628,5.7633,17.0533,0.038171,0.706578,10.6286,2.3
311-06,2019-02-25 12:20:00,125.3233,34.7167,0,0,32.4545,7.5785,,,,,,1.8
311-06,2019-02-25 12:20:00,125.3233,34.7167,0,10,32.4571,7.4067,,,,,,1.8
311-06,2019-02-25 12:20:00,125.3233,34.7167,0,20,32.4555,7.3586,,,,,,1.8
311-06,2019-02-25 12:20:00,125.3233,34.7167,0,30,32.4553,7.3587,,,,,,1.8
311-06,2019-02-25 12:20:00,125.3233,34.7167,0,50,32.4561,7.3606,,,,,,1.8
311-06,2019-02-25 12:20:00,125.3233,34.7167,0,75,32.4528,7.3267,,,,,,1.8
311-06,2019-04-11 20:10:00,125.3233,34.7167,0,0,32.3426,8.2545,,,,,,
311-06,2019-04-11 20:10:00,125.3233,34.7167,0,10,32.3411,8.2332,,,,,,
311-06,2019-04-11 20:10:00,125.3233,34.7167,0,20,32.34,8.0805,,,,,,
311-06,2019-04-11 20:10:00,125.3233,34.7167,0,30,32.3397,8.0525,,,,,,
311-06,2019-04-11 20:10:00,125.3233,34.7167,0,50,32.3462,8.0501,,,,,,
311-06,2019-04-11 20:10:00,125.3233,34.7167,0,75,32.3528,8.0587,,,,,,
311-06,2019-06-12 20:05:00,125.3233,34.7167,0,0,32.304,14.0204,,,,,,
311-06,2019-06-12 20:05:00,125.3233,34.7167,0,10,32.301,14.0032,,,,,,
311-06,2019-06-12 20:05:00,125.3233,34.7167,0,20,32.356,12.462,,,,,,
311-06,2019-06-12 20:05:00,125.3233,34.7167,0,30,32.381,11.8325,,,,,,
311-06,2019-06-12 20:05:00,125.3233,34.7167,0,50,32.3635,11.3596,,,,,,
311-06,2019-06-12 20:05:00,125.3233,34.7167,0,75,32.3696,10.423,,,,,,
311-06,2019-08-19 18:40:00,125.3233,34.7167,0,0,32.1934,19.8894,,,,,,9.4
311-06,2019-08-19 18:40:00,125.3233,34.7167,0,10,32.2145,18.9301,,,,,,9.4
311-06,2019-08-19 18:40:00,125.3233,34.7167,0,20,32.2277,18.0672,,,,,,9.4
311-06,2019-08-19 18:40:00,125.3233,34.7167,0,30,32.2454,17.2951,,,,,,9.4
311-06,2019-08-19 18:40:00,125.3233,34.7167,0,50,32.3001,14.5914,,,,,,9.4
311-06,2019-08-19 18:40:00,125.3233,34.7167,0,75,32.3532,11.4137,,,,,,9.4
311-06,2019-10-16 08:40:00,125.3233,34.7167,0,0,32.0258,19.2132,,,,,,10.9
311-06,2019-10-16 08:40:00,125.3233,34.7167,0,10,32.0477,19.2009,,,,,,10.9
311-06,2019-10-16 08:40:00,125.3233,34.7167,0,20,32.0796,19.1126,,,,,,10.9
311-06,2019-10-16 08:40:00,125.3233,34.7167,0,30,32.055,18.891,,,,,,10.9
311-06,2019-10-16 08:40:00,125.3233,34.7167,0,50,32.2385,16.5798,,,,,,10.9
311-06,2019-10-16 08:40:00,125.3233,34.7167,0,75,32.3731,15.2169,,,,,,10.9
311-06,2019-12-21 12:58:00,125.3233,34.7167,0,0,32.5843,12.1983,,,,,,4.2
311-06,2019-12-21 12:58:00,125.3233,34.7167,0,10,32.584,12.1944,,,,,,4.2
311-06,2019-12-21 12:58:00,125.3233,34.7167,0,20,32.5829,12.1935,,,,,,4.2
311-06,2019-12-21 12:58:00,125.3233,34.7167,0,30,32.5838,12.1965,,,,,,4.2
311-06,2019-12-21 12:58:00,125.3233,34.7167,0,50,32.5894,12.2086,,,,,,4.2
311-06,2019-12-21 12:58:00,125.3233,34.7167,0,75,32.6188,12.2597,,,,,,4.2
311-07,2019-02-25 13:55:00,125.0,34.7167,0,0,32.4363,7.8744,6.9721,9.09378,0.074487,0.522592,7.92775,3.4
311-07,2019-02-25 13:55:00,125.0,34.7167,0,10,32.4367,7.8486,7.0715,7.07931,0.055453,0.472453,5.19284,3.4
311-07,2019-02-25 13:55:00,125.0,34.7167,0,20,32.4386,7.504,6.969,9.43192,0.069416,0.492166,7.49113,3.4
311-07,2019-02-25 13:55:00,125.0,34.7167,0,30,32.4372,7.4945,6.9536,9.41537,0.062093,0.74298,7.68771,3.4
311-07,2019-02-25 13:55:00,125.0,34.7167,0,50,32.4366,7.4939,6.9425,9.26534,0.064306,0.606119,6.90457,3.4
311-07,2019-02-25 13:55:00,125.0,34.7167,0,75,32.4372,7.483,6.9698,9.54217,0.068249,0.53327,7.70801,3.4
311-07,2019-04-11 21:45:00,125.0,34.7167,0,0,32.3493,8.4357,7.0642,8.86342,0.075332,0.369582,6.07983,
311-07,2019-04-11 21:45:00,125.0,34.7167,0,10,32.3543,8.1948,6.9157,7.12984,0.049054,0.438715,4.16587,
311-07,2019-04-11 21:45:00,125.0,34.7167,0,20,32.3577,8.1011,6.859,8.71345,0.067082,1.13906,5.27915,
311-07,2019-04-11 21:45:00,125.0,34.7167,0,30,32.36,8.0717,6.8006,8.65405,0.066922,0.5157,5.34166,
311-07,2019-04-11 21:45:00,125.0,34.7167,0,50,32.3847,7.911,6.7897,7.91618,0.053803,0.528225,5.0609,
311-07,2019-04-11 21:45:00,125.0,34.7167,0,75,32.3883,7.8828,6.802,6.36483,0.046278,0.438691,4.15854,
311-07,2019-06-12 21:50:00,125.0,34.7167,0,0,32.1711,18.0192,5.8508,1.41441,0.019056,0.264864,1.03442,
311-07,2019-06-12 21:50:00,125.0,34.7167,0,10,32.1687,17.7429,5.9628,,,,,
311-07,2019-06-12 21:50:00,125.0,34.7167,0,20,32.2138,16.5895,6.6279,2.22559,0.017004,0.070442,1.30962,
311-07,2019-06-12 21:50:00,125.0,34.7167,0,30,32.4593,9.1329,6.1075,,,,,
311-07,2019-06-12 21:50:00,125.0,34.7167,0,50,32.4022,8.5476,6.1685,8.33901,0.036374,0.516805,7.17728,
311-07,2019-06-12 21:50:00,125.0,34.7167,0,75,32.3813,8.2383,6.2099,8.52862,0.033277,0.53312,7.12426,
311-07,2019-08-19 20:15:00,125.0,34.7167,0,0,32.1574,27.5072,4.5334,2.17859,0.009281,0.084238,0.754815,
311-07,2019-08-19 20:15:00,125.0,34.7167,0,10,32.2397,27.4701,4.4731,1.96528,0.006675,0.070716,0.389008,
311-07,2019-08-19 20:15:00,125.0,34.7167,0,20,32.35,23.5614,5.639,1.90422,0.008339,0.07041,0.557915,
311-07,2019-08-19 20:15:00,125.0,34.7167,0,30,32.6035,14.9078,6.5159,1.6988,0.010213,0.051154,0.45712,
311-07,2019-08-19 20:15:00,125.0,34.7167,0,50,32.4437,8.7707,5.771,9.03724,0.024677,0.547629,7.12902,
311-07,2019-08-19 20:15:00,125.0,34.7167,0,75,32.438,8.746,5.726,7.52676,0.023571,0.442468,5.7705,
311-07,2019-10-16 10:10:00,125.0,34.7167,0,0,32.0257,21.2863,5.2585,3.26074,0.044665,0.041686,0.873232,8.2
311-07,2019-10-16 10:10:00,125.0,34.7167,0,10,32.0446,21.1693,5.3131,6.04542,0.05661,0.053283,1.03716,8.2
311-07,2019-10-16 10:10:00,125.0,34.7167,0,20,32.2041,21.1196,5.2273,4.2865,0.081848,0.081261,1.39149,8.2
311-07,2019-10-16 10:10:00,125.0,34.7167,0,30,32.1017,20.4051,5.3423,5.29939,0.093423,0.124518,1.47866,8.2
311-07,2019-10-16 10:10:00,125.0,34.7167,0,50,32.6803,11.7331,4.4783,11.0947,0.036181,0.579996,7.80667,8.2
311-07,2019-10-16 10:10:00,125.0,34.7167,0,75,32.6538,11.2565,4.5058,9.42272,0.014773,0.549734,5.99397,8.2
311-07,2019-12-21 11:23:00,125.0,34.7167,0,0,32.6236,12.453,5.8343,12.1081,0.118161,0.481784,6.88393,10.9
311-07,2019-12-21 11:23:00,125.0,34.7167,0,10,32.6242,12.4513,5.8915,,,,,10.9
311-07,2019-12-21 11:23:00,125.0,34.7167,0,20,32.6247,12.4546,6.0484,11.0736,0.107071,0.475248,6.3524,10.9
311-07,2019-12-21 11:23:00,125.0,34.7167,0,30,32.6249,12.453,5.9058,,,,,10.9
311-07,2019-12-21 11:23:00,125.0,34.7167,0,50,32.6407,12.4616,5.0928,13.3267,0.057647,0.618952,8.9933,10.9
311-07,2019-12-21 11:23:00,125.0,34.7167,0,75,32.7955,12.0775,4.4651,12.7711,0.027762,0.691212,9.2042,10.9
311-08,2019-02-25 16:05:00,124.7983,34.7167,0,0,32.4282,7.966,,,,,,4.7
311-08,2019-02-25 16:05:00,124.7983,34.7167,0,10,32.4286,7.9414,,,,,,4.7
311-08,2019-02-25 16:05:00,124.7983,34.7167,0,20,32.4283,7.9321,,,,,,4.7
311-08,2019-02-25 16:05:00,124.7983,34.7167,0,30,32.432,7.7515,,,,,,4.7
311-08,2019-02-25 16:05:00,124.7983,34.7167,0,50,32.4367,7.7493,,,,,,4.7
311-08,2019-02-25 16:05:00,124.7983,34.7167,0,75,32.4395,7.7673,,,,,,4.7
311-08,2019-04-12 00:00:00,124.7983,34.7167,0,0,32.3515,8.6493,,,,,,
311-08,2019-04-12 00:00:00,124.7983,34.7167,0,10,32.3517,8.478,,,,,,
311-08,2019-04-12 00:00:00,124.7983,34.7167,0,20,32.3523,8.4539,,,,,,
311-08,2019-04-12 00:00:00,124.7983,34.7167,0,30,32.3535,8.4542,,,,,,
311-08,2019-04-12 00:00:00,124.7983,34.7167,0,50,32.3792,8.2774,,,,,,
311-08,2019-04-12 00:00:00,124.7983,34.7167,0,75,32.3944,8.1446,,,,,,
311-08,2019-06-12 23:00:00,124.7983,34.7167,0,0,32.1449,20.2613,,,,,,
311-08,2019-06-12 23:00:00,124.7983,34.7167,0,10,32.1734,18.1061,,,,,,
311-08,2019-06-12 23:00:00,124.7983,34.7167,0,20,32.2064,16.7848,,,,,,
311-08,2019-06-12 23:00:00,124.7983,34.7167,0,30,32.4273,9.9357,,,,,,
311-08,2019-06-12 23:00:00,124.7983,34.7167,0,50,32.4323,8.4922,,,,,,
311-08,2019-06-12 23:00:00,124.7983,34.7167,0,75,32.4061,8.305,,,,,,
311-08,2019-08-19 23:00:00,124.7983,34.7167,0,0,32.0297,27.6679,,,,,,
311-08,2019-08-19 23:00:00,124.7983,34.7167,0,10,32.0201,27.6614,,,,,,
311-08,2019-08-19 23:00:00,124.7983,34.7167,0,20,32.0772,27.6268,,,,,,
311-08,2019-08-19 23:00:00,124.7983,34.7167,0,30,32.6323,18.8567,,,,,,
311-08,2019-08-19 23:00:00,124.7983,34.7167,0,50,32.6302,9.2649,,,,,,
311-08,2019-08-19 23:00:00,124.7983,34.7167,0,75,32.5965,9.264,,,,,,
311-08,2019-10-16 12:25:00,124.7983,34.7167,0,0,32.0201,21.55,,,,,,11.4
311-08,2019-10-16 12:25:00,124.7983,34.7167,0,10,32.05,21.5492,,,,,,11.4
311-08,2019-10-16 12:25:00,124.7983,34.7167,0,20,32.1078,21.6153,,,,,,11.4
311-08,2019-10-16 12:25:00,124.7983,34.7167,0,30,32.2238,21.8074,,,,,,11.4
311-08,2019-10-16 12:25:00,124.7983,34.7167,0,50,32.8032,10.1597,,,,,,11.4
311-08,2019-10-16 12:25:00,124.7983,34.7167,0,75,32.7572,10.1167,,,,,,11.4
311-08,2019-12-21 10:20:00,124.7983,34.7167,0,0,32.4155,12.2292,,,,,,14.4
311-08,2019-12-21 10:20:00,124.7983,34.7167,0,10,32.4218,12.231,,,,,,14.4
311-08,2019-12-21 10:20:00,124.7983,34.7167,0,20,32.538,12.2807,,,,,,14.4
311-08,2019-12-21 10:20:00,124.7983,34.7167,0,30,32.58,12.3616,,,,,,14.4
311-08,2019-12-21 10:20:00,124.7983,34.7167,0,50,32.6216,12.4412,,,,,,14.4
311-08,2019-12-21 10:20:00,124.7983,34.7167,0,75,32.8331,11.7203,,,,,,14.4
311-09,2019-02-25 19:40:00,124.5967,34.7167,0,0,32.4571,8.2795,6.8685,7.66564,0.042736,0.407363,6.39782,
311-09,2019-02-25 19:40:00,124.5967,34.7167,0,10,32.4522,8.2844,6.9236,8.50817,0.051268,0.471509,6.41036,
311-09,2019-02-25 19:40:00,124.5967,34.7167,0,20,32.4528,8.2812,6.8063,6.12226,0.059678,0.384998,4.25303,
311-09,2019-02-25 19:40:00,124.5967,34.7167,0,30,32.4527,8.2787,6.8944,8.68551,0.046479,0.979055,6.46025,
311-09,2019-02-25 19:40:00,124.5967,34.7167,0,50,32.45,8.0637,6.8981,8.90778,0.045191,0.503207,6.71758,
311-09,2019-02-25 19:40:00,124.5967,34.7167,0,75,32.4501,8.0556,6.8071,8.87909,0.047847,0.501232,6.63246,
311-09,2019-04-12 01:00:00,124.5967,34.7167,0,0,32.3442,9.0553,7.2521,3.76941,0.021408,0.187208,2.51388,
311-09,2019-04-12 01:00:00,124.5967,34.7167,0,10,32.3495,8.8037,7.0354,5.00169,0.046117,0.23138,2.14869,
311-09,2019-04-12 01:00:00,124.5967,34.7167,0,20,32.3492,8.7771,7.0498,5.34402,0.049095,0.270657,4.00047,
311-09,2019-04-12 01:00:00,124.5967,34.7167,0,30,32.353,8.7706,6.862,5.34509,0.068974,0.34942,3.38649,
311-09,2019-04-12 01:00:00,124.5967,34.7167,0,50,32.4071,8.4005,6.7609,8.04526,0.078954,0.437913,5.58237,
311-09,2019-04-12 01:00:00,124.5967,34.7167,0,75,32.4072,8.4042,6.6742,8.08562,0.073602,0.423122,5.6687,
311-09,2019-06-13 00:10:00,124.5967,34.7167,0,0,32.2276,18.8387,5.9663,1.56325,0.012816,0.092901,0.417963,
311-09,2019-06-13 00:10:00,124.5967,34.7167,0,10,32.2033,17.6601,6.053,,,,,
311-09,2019-06-13 00:10:00,124.5967,34.7167,0,20,32.2071,16.4931,6.2553,1.5496,0.012023,0.030943,0.599455,
311-09,2019-06-13 00:10:00,124.5967,34.7167,0,30,32.3259,11.9786,6.6598,,,,,
311-09,2019-06-13 00:10:00,124.5967,34.7167,0,50,32.5778,9.1035,5.8074,9.83496,0.029217,0.303586,6.86834,
311-09,2019-06-13 00:10:00,124.5967,34.7167,0,75,32.5753,9.1061,5.8219,9.61141,0.052367,0.463717,6.84754,
311-09,2019-08-20 00:05:00,124.5967,34.7167,0,0,31.1592,27.4301,4.8068,1.184,0.008944,0.047182,0.237604,
311-09,2019-08-20 00:05:00,124.5967,34.7167,0,10,31.6806,27.4874,4.7896,1.41644,0.006202,0.063063,0.169702,
311-09,2019-08-20 00:05:00,124.5967,34.7167,0,20,32.1525,27.1842,4.9917,1.67891,0.007831,0.053556,0.203596,
311-09,2019-08-20 00:05:00,124.5967,34.7167,0,30,32.6949,18.6701,6.1995,1.31821,0.00596,0.039056,0.090948,
311-09,2019-08-20 00:05:00,124.5967,34.7167,0,50,32.6927,9.7538,5.2097,8.30532,0.017685,0.432187,5.61759,
311-09,2019-08-20 00:05:00,124.5967,34.7167,0,75,32.6787,9.4733,5.2081,13.7588,0.02162,0.597685,7.60716,
311-09,2019-10-16 13:25:00,124.5967,34.7167,0,0,32.3056,21.9909,5.2874,4.15547,0.017761,0.034055,0.885371,9.4
311-09,2019-10-16 13:25:00,124.5967,34.7167,0,10,32.3096,21.8601,5.2698,3.3547,0.016233,0.026508,0.939941,9.4
311-09,2019-10-16 13:25:00,124.5967,34.7167,0,20,32.3118,21.8389,5.2417,3.56978,0.045357,0.033412,0.246941,9.4
311-09,2019-10-16 13:25:00,124.5967,34.7167,0,30,32.3153,21.8345,5.2268,4.21317,0.039118,0.035162,0.206344,9.4
311-09,2019-10-16 13:25:00,124.5967,34.7167,0,50,32.8421,10.9084,4.8973,6.03085,0.009405,0.396738,6.16778,9.4
311-09,2019-10-16 13:25:00,124.5967,34.7167,0,75,32.8394,10.1542,4.6069,8.97402,0.022272,0.536948,6.38326,9.4
311-09,2019-12-21 09:12:00,124.5967,34.7167,0,0,32.5098,12.1651,5.9342,19.3659,0.216879,0.714118,9.84702,11.9
311-09,2019-12-21 09:12:00,124.5967,34.7167,0,10,32.5132,12.1441,6.0056,,,,,11.9
311-09,2019-12-21 09:12:00,124.5967,34.7167,0,20,32.5477,12.0523,5.8772,14.9763,0.117593,0.607038,8.19862,11.9
311-09,2019-12-21 09:12:00,124.5967,34.7167,0,30,32.5541,12.0447,5.8202,,,,,11.9
311-09,2019-12-21 09:12:00,124.5967,34.7167,0,50,32.706,11.9742,4.5935,16.6154,0.033298,0.782969,10.9827,11.9
311-09,2019-12-21 09:12:00,124.5967,34.7167,0,75,32.9024,11.359,4.0372,16.5264,0.020634,0.890007,11.9497,11.9
311-10,2019-02-25 22:20:00,124.39,34.7167,0,0,32.4493,8.3695,7.0606,,,,,
311-10,2019-02-25 22:20:00,124.39,34.7167,0,10,32.4492,8.3662,6.9719,,,,,
311-10,2019-02-25 22:20:00,124.39,34.7167,0,20,32.4494,8.3697,6.8979,,,,,
311-10,2019-02-25 22:20:00,124.39,34.7167,0,30,32.4513,8.3666,6.9275,,,,,
311-10,2019-02-25 22:20:00,124.39,34.7167,0,50,32.4603,8.3459,6.8093,,,,,
311-10,2019-02-25 22:20:00,124.39,34.7167,0,75,32.4589,8.3456,6.7945,,,,,
311-10,2019-04-12 03:40:00,124.39,34.7167,0,0,32.4024,9.2328,7.5117,,,,,
311-10,2019-04-12 03:40:00,124.39,34.7167,0,10,32.4011,9.2214,7.1939,,,,,
311-10,2019-04-12 03:40:00,124.39,34.7167,0,20,32.4008,9.0096,6.9772,,,,,
311-10,2019-04-12 03:40:00,124.39,34.7167,0,30,32.4014,9.0123,7.035,,,,,
311-10,2019-04-12 03:40:00,124.39,34.7167,0,50,32.5164,8.878,6.5728,,,,,
311-10,2019-04-12 03:40:00,124.39,34.7167,0,75,32.5207,8.8468,6.6017,,,,,
311-10,2019-06-13 01:40:00,124.39,34.7167,0,0,32.2189,19.282,6.0094,,,,,
311-10,2019-06-13 01:40:00,124.39,34.7167,0,10,32.1968,17.7047,6.1538,,,,,
311-10,2019-06-13 01:40:00,124.39,34.7167,0,20,32.1849,16.788,6.2694,,,,,
311-10,2019-06-13 01:40:00,124.39,34.7167,0,30,32.2931,13.7726,6.515,,,,,
311-10,2019-06-13 01:40:00,124.39,34.7167,0,50,32.6016,9.1268,5.8938,,,,,
